endereco,bairro,cep,id_endereco,id_cidade,id_bairro,lat_char,long_char,lat_num,long_num,cras,creas
Rua Antonino Pagano,Iguatemi,14091500,231631,9560,23302,"","",-21.1944283,-47.7788858,1,1
Rua Antônio Mondi,Iguatemi,14091510,231632,9560,23302,"","",-21.1946538,-47.7784236,1,1
Rua Alfredo Benzoni,Iguatemi,14091520,231633,9560,23302,"","",-21.1961933,-47.7786328,1,1
Rua Um,Condomínio Evidence Resort,14022501,227597,9560,57404,"","",-21.2380762,-47.7898112,NULL,1
Rua Dois,Condomínio Evidence Resort,14022502,227598,9560,57404,"","",-21.2384610,-47.7905240,NULL,1
Rua Três,Condomínio Evidence Resort,14022503,227599,9560,57404,"","",-21.2384610,-47.7905240,NULL,1
Rua Quatro,Condomínio Evidence Resort,14022504,227600,9560,57404,"","",-21.2384610,-47.7905240,NULL,1
Rua Cinco,Condomínio Evidence Resort,14022505,227601,9560,57404,"","",-21.2384610,-47.7905240,NULL,1
Rua Seis,Condomínio Evidence Resort,14022506,227602,9560,57404,"","",-21.2384610,-47.7905240,NULL,1
Rua Sete,Condomínio Evidence Resort,14022507,227603,9560,57404,"","",-21.2384610,-47.7905240,NULL,1
Rua Oito,Condomínio Evidence Resort,14022508,227604,9560,57404,"","",-21.2384610,-47.7905240,NULL,1
Rua Nove,Condomínio Evidence Resort,14022509,227605,9560,57404,"","",-21.2384610,-47.7905240,NULL,1
Rua Dez,Condomínio Evidence Resort,14022510,227606,9560,57404,"","",-21.2380762,-47.7898112,NULL,1
Rua Onze,Condomínio Evidence Resort,14022511,227607,9560,57404,"","",-21.2384610,-47.7905240,NULL,1
Rua Doze,Condomínio Evidence Resort,14022512,227608,9560,57404,"","",-21.2384610,-47.7905240,NULL,1
Rua Treze,Condomínio Evidence Resort,14022513,227609,9560,57404,"","",-21.2384610,-47.7905240,NULL,1
Rua Quatorze,Condomínio Evidence Resort,14022514,227610,9560,57404,"","",-21.1442654,-47.7651176,NULL,1
Rua Quinze,Condomínio Evidence Resort,14022515,227611,9560,57404,"","",-21.2384610,-47.7905240,NULL,1
Rua Edna Moreira Barillari,Residencial Vida Nova Ribeirão,14063223,230106,9560,65190,"","",-21.106233,-47.826662,7,2
Residencial Valparaíso,Iguatemi,14091523,231634,9560,23302,"","",-21.1990638,-47.7799778,1,1
Rua Arnaldo Victaliano,Iguatemi,14091530,231635,9560,23302,"","",-21.1946660,-47.7822117,1,1
Rua Dezesseis,Condomínio Evidence Resort,14022516,227612,9560,57404,"","",-21.2384610,-47.7905240,NULL,1
Rua Dezessete,Condomínio Evidence Resort,14022517,227613,9560,57404,"","",-21.1635597,-47.7362545,NULL,1
Avenida Cavalheiro Paschoal Innechi,Independência,14076000,230756,9560,23303,"","",-21.1583054,-47.7857050,1,1
Praça Doutor Joaquim Miguel Ribeiro Lisboa,Independência,14076009,230757,9560,23303,"","",-21.1525387,-47.7805561,1,1
Rua Vitor Hugo da Cunha Campos,Jardim Botânico,14021619,227490,9560,37587,"","",-21.2122325,-47.7942333,1,1
Rua Severiano Amaro dos Santos,Jardim Botânico,14021620,227491,9560,37587,"","",-21.2115758,-47.7973692,1,1
Avenida Wladimir Meirelles Ferreira,Jardim Botânico,14021630,227492,9560,37587,"","",-21.2107165,-47.8011362,1,1
Praça Aline Patricia Rezende Beserra,Jardim Botânico,14021631,227493,9560,37587,"","",-21.1704008,-47.8103238,1,1
Praça Ferroviário José Francisco Jucatelli,Jardim Botânico,14021632,227494,9560,37587,"","",-21.2123560,-47.7970147,1,1
Rua Doutor Carlos Chagas Filho,Jardim Botânico,14021633,227495,9560,37587,"","",-21.2130400,-47.7971875,1,1
Praça Antonio Soares de Oliveira Filho,Jardim Botânico,14021634,227496,9560,37587,"","",-21.1704008,-47.8103238,1,1
Rua Luciana Mara Ignácio,Jardim Botânico,14021635,227497,9560,37587,"","",-21.2147197,-47.7996539,1,1
Praça Antonino Carosella,Jardim Botânico,14021636,227498,9560,37587,"","",-21.1704008,-47.8103238,1,1
Rua Professor Doutor Paulo Frederico Ludwig Becker,Jardim Botânico,14021637,227499,9560,37587,"","",-21.2157772,-47.7971559,1,1
Rua Álvaro Cândido da Silva Gradim,Jardim Botânico,14021640,227500,9560,37587,"","",-21.2169891,-47.7961413,1,1
Praça Luiz Santili,Jardim Botânico,14021643,227501,9560,37587,"","",-21.1704008,-47.8103238,1,1
Rua Magid Antônio Calil,Jardim Botânico,14021644,227502,9560,37587,"","",-21.2182003,-47.7959919,1,1
Rua Ranieri Augusto Felix Martins,Jardim Botânico,14021645,227503,9560,37587,"","",-21.2189159,-47.7951637,1,1
Praça Doutor Fernando Jorge Roselino,Jardim Botânico,14021646,227504,9560,37587,"","",-21.1704008,-47.8103238,1,1
Rua Wanda Bastos Santiago,Jardim Botânico,14021647,227505,9560,37587,"","",-21.2164295,-47.7942059,1,1
Praça Fioravante Fiorotto,Jardim Botânico,14021648,227506,9560,37587,"","",-21.1704008,-47.8103238,1,1
Avenida Giuseppe Cilento,Jardim Botânico,14021650,227507,9560,37587,"","",-21.1704008,-47.8103238,1,1
Rua Thomaz Nogueira Gaia,Jardim Botânico,14021653,227508,9560,37587,"","",-21.2112610,-47.8024067,1,1
Rua Paschoal Bardaro,Jardim Botânico,14021655,227509,9560,37587,"","",-21.2089996,-47.7987323,1,1
Rua Cezário Gonçalves,Jardim Botânico,14021656,227510,9560,37587,"","",-21.2176830,-47.7995310,1,1
Alameda dos Jardins,Jardim Botânico,14021658,227511,9560,37587,"","",-21.217024,-47.798756,1,1
Condomínio Terra Brasilis,Jardim Botânico,14021660,227512,9560,37587,"","",-21.1704008,-47.8103238,1,1
Condomínio Village Monet,Jardim Botânico,14021662,227513,9560,37587,"","",-21.1704008,-47.8103238,1,1
Condomínio dos Manacás,Jardim Botânico,14021664,227514,9560,37587,"","",-21.1831237,-47.7927204,1,1
Condomínio das Magnólias,Jardim Botânico,14021667,227515,9560,37587,"","",-21.1704008,-47.8103238,1,1
Condomínio Cittá di Positano,Jardim Botânico,14021668,227516,9560,37587,"","",-21.1704008,-47.8103238,1,1
Rua Salvador Delloiágono,Jardim Canadá,14024170,227632,9560,23314,"","",-21.1704008,-47.8103238,1,1
Avenida José Adolfo Bianco Molina,Jardim Canadá,14024210,227638,9560,23314,"","",-21.2116410,-47.8097865,1,1
Rua Miguel Delloiágono,Jardim Canadá,14024220,227639,9560,23314,"","",-21.1704008,-47.8103238,1,1
Rua Doutor Julio Cesar Voltarelli,Condomínio Prime Corporate,14029290,228099,9560,73791,"","",-21.1958135,-47.7366683,NULL,1
Rua Toronto,Jardim Canadá,14024230,227640,9560,23314,"","",-21.2144426,-47.8063376,1,1
Rua Chiarina Padula,Jardim Canadá,14024235,227641,9560,23314,"","",-21.2148087,-47.8058329,1,1
Rua Vancouver,Jardim Canadá,14024240,227642,9560,23314,"","",-21.2126525,-47.8075211,1,1
Condomínio Residencial Pau Brasil,Condomínio Residencial Pau Brasil,14091309,231603,9560,58390,"","",-21.1704008,-47.8103238,NULL,1
Avenida Ângelo Antônio Colafemina,Condominio Santa Angela,14035080,228551,9560,73802,"","",-21.2555773,-47.8157592,NULL,1
Via Sebastião Fernandes,Condominio Santa Monica I,14035100,228553,9560,73804,"","",-21.2553961,-47.8157003,NULL,1
Via Sebastião Fernandes,Condominio Santa Monica II,14035110,228554,9560,73805,"","",-21.2547830,-47.8146674,NULL,1
Avenida Ângelo Antônio Colafemina,Condominio Vila Florença,14035090,228552,9560,73803,"","",-21.2557266,-47.8152027,NULL,1
Rua Carlos Rateb Cury,Condomínio Villa Buenos Aires,14029123,228056,9560,73787,"","",-21.2282617,-47.8125827,NULL,1
Rua Carlos Rateb Cury,Condomínio Villa Victória,14029090,228054,9560,73785,"","",-21.2303131,-47.8145021,NULL,1
Avenida Professor João Fiúsa,Jardim Canadá,14024260,227644,9560,23314,"","",-21.2115871,-47.8060020,1,1
Avenida Carlos Consoni,Jardim Canadá,14024270,227645,9560,23314,"","",-21.2197070,-47.8104092,1,1
Rua Hugo Martini,Jardim Canadá,14024280,227646,9560,23314,"","",-21.2202009,-47.8136861,1,1
Alameda Los Angeles,Condomínio Garden Ville,14033028,228496,9560,51030,"","",-21.1951147,-47.8580534,5,5
Rua Geraldo Xavier,Jardim Canadá,14024290,227647,9560,23314,"","",-21.2212553,-47.8138004,1,1
Rua Ângelo Botte,Jardim Canadá,14024300,227648,9560,23314,"","",-21.1704008,-47.8103238,1,1
Rua Doutor Carlos Augusto Sampaio Costa Couto,Jardim Canadá,14024310,227649,9560,23314,"","",-21.2225234,-47.8132970,1,1
Rua Waldice Marcel,Jardim Canadá,14024320,227650,9560,23314,"","",-21.2222183,-47.8113076,1,1
Rua Clementina Alves Stocco,Jardim Canadá,14024330,227651,9560,23314,"","",-21.2232136,-47.8099447,1,1
Rua Professora Ophélia Ribeiro Ciciarelli,Jardim Canadá,14024340,227652,9560,23314,"","",-21.1704008,-47.8103238,1,1
Rua Mariano Casadio,Jardim Canadá,14024360,227654,9560,23314,"","",-21.2225686,-47.8083084,1,1
Rua Paulo Caldo,Jardim Canadá,14024370,227655,9560,23314,"","",-21.2221558,-47.8076927,1,1
Rua Carlos Russo,Jardim Canadá,14024380,227656,9560,23314,"","",-21.2217850,-47.8071306,1,1
Rua Zilda Faria,Residencial Vida Nova Ribeirão,14063226,230107,9560,65190,"","",-21.106352,-47.828253,7,2
Rua Maria Natalina Couto Cardoso,Residencial Vida Nova Ribeirão,14063229,230108,9560,65190,"","",-21.104090,-47.824096,7,2
Rua Afonso Cervantes Penha,Residencial Vida Nova Ribeirão,14063235,230110,9560,65190,"","",-21.103327,-47.824460,7,2
Rua Antônio Carlos de Freitas Alves,Residencial Vida Nova Ribeirão,14063241,230112,9560,65190,"","",-21.102584,-47.825130,7,2
Rua Maria Aparecida Botelho Lima,Residencial Vida Nova Ribeirão,14063244,230113,9560,65190,"","",-21.102272,-47.825511,7,2
Rua Dirce Silva Braga,Residencial Vida Nova Ribeirão,14063247,230114,9560,65190,"","",-21.101838,-47.825752,7,2
Rua Walter Engracia de Oliveira,Residencial Vida Nova Ribeirão,14063256,230117,9560,65190,"","",-21.100691,-47.825831,7,2
Rua Wilson Ferreira Gomes,Residencial Vida Nova Ribeirão,14063265,230118,9560,65190,"","",-21.102493,-47.826130,7,2
Rua João Rodrigues Agostinho,Jardim Canadá,14024390,227657,9560,23314,"","",-21.2213767,-47.8068345,1,1
Rodovia Prefeito Antônio Duarte Nogueira,Jardim Canadá,14024800,227658,9560,23314,"","",-21.2244377,-47.8113724,1,1
Rua Hermenegildo Beretta,Jardim Castelo Branco,14090490,231518,9560,23315,"","",-21.1866308,-47.7836144,1,1
Rua Cavalheiro Pedro Saporiti,Jardim Castelo Branco,14090500,231520,9560,23315,"","",-21.1704008,-47.8103238,1,1
Rua Vitório dos Santos,Jardim Castelo Branco,14090510,231521,9560,23315,"","",-21.1860677,-47.7828049,1,1
Rua Dom Luiz do Amaral Mousinho,Jardim Castelo Branco,14090513,231522,9560,23315,"","",-21.1859348,-47.7821229,1,1
Rua Fioravante Trombela,Dom Bernardo José Mielle,14057230,229516,9560,23298,"","",-21.1326034,-47.8448741,4,2
Avenida Ivo Pareschi,Dom Bernardo José Mielle,14057232,229517,9560,23298,"","",-21.1333927,-47.8433179,4,2
Rua Professor Alberto Ferriani,Dom Bernardo José Mielle,14057239,229518,9560,23298,"","",-21.1328693,-47.8453564,4,2
Rua José Ruiz,Dom Bernardo José Mielle,14057240,229519,9560,23298,"","",-21.1326782,-47.8496714,4,2
Rua Ângelo Sbordoni,Dom Bernardo José Mielle,14057250,229520,9560,23298,"","",-21.1363224,-47.8494934,4,2
Rua Engenheiro Jaime Zeiger,Dom Bernardo José Mielle,14057259,229521,9560,23298,"","",-21.1369587,-47.8524080,4,2
Rua Edith Nogueira Santiago,Dom Bernardo José Mielle,14057260,229522,9560,23298,"","",-21.1348954,-47.8468896,4,2
Rua Nivan Dutra de Oliveira,Dom Bernardo José Mielle,14057267,229523,9560,23298,"","",-21.1342326,-47.8457199,4,2
Rua José Aristeu Pereira,Residencial Vida Nova Ribeirão,14063268,230119,9560,65190,"","",-21.102804,-47.826485,7,2
Via Anhangüera,Distrito Empresarial Prefeito Luiz Roberto Jábali,14072000,230601,9560,42996,"","",-21.0894013,-47.7968350,2,4
Avenida Omilton Visconde,Distrito Empresarial Prefeito Luiz Roberto Jábali,14072050,230602,9560,42996,"","",-21.093449,-47.803912,2,4
Avenida Luiz Maggioni,Distrito Empresarial Prefeito Luiz Roberto Jábali,14072055,230603,9560,42996,"","",-21.0890825,-47.7983109,2,4
Rua Maestro Carlos Nardelli,Alto da Boa Vista,14025620,227759,9560,23275,"","",-21.2024571,-47.8131735,1,1
Rua Doutor Otto Spadoni,Alto da Boa Vista,14025630,227760,9560,23275,"","",-21.1965586,-47.8092674,1,1
Rua João de Paschoal,Alto da Boa Vista,14025638,227761,9560,23275,"","",-21.1983356,-47.8086685,1,1
Rua Hermínia Gugliano,Alto da Boa Vista,14025639,227762,9560,23275,"","",-21.1989936,-47.8087597,1,1
Rua Maestro Ignácio Stábile,Alto da Boa Vista,14025640,227763,9560,23275,"","",-21.2022047,-47.8121082,1,1
Rua Ângelo de Paschoal,Alto da Boa Vista,14025648,227764,9560,23275,"","",-21.1996119,-47.8090171,1,1
Praça Waldemar Kesselring Schroeder,Alto da Boa Vista,14025649,227765,9560,23275,"","",-21.1704008,-47.8103238,1,1
Rua Professor Corrêa Leite,Alto da Boa Vista,14025650,227766,9560,23275,"","",-21.2074313,-47.8153998,1,1
Rua José Borges da Costa,Alto da Boa Vista,14025660,227767,9560,23275,"","",-21.2047683,-47.8123800,1,1
Rua Capitão Adélmio Norberto da Silva,Alto da Boa Vista,14025670,227768,9560,23275,"","",-21.2062417,-47.8126717,1,1
Rua Inácio Luiz Pinto,Alto da Boa Vista,14025680,227769,9560,23275,"","",-21.2071581,-47.8125152,1,1
Rua Couto Magalhães,Alto da Boa Vista,14025690,227770,9560,23275,"","",-21.2087436,-47.8129944,1,1
Avenida Presidente Vargas,Alto da Boa Vista,14025700,227771,9560,23275,"","",-21.1978057,-47.8079453,1,1
Praça Trajano Francisco Borges Neto,Alto da Boa Vista,14025708,227772,9560,23275,"","",-21.2093027,-47.8122385,1,1
Avenida Caramuru,Alto da Boa Vista,14025710,227773,9560,23275,"","",-21.1957813,-47.8224730,1,1
Avenida Caramuru,Alto da Boa Vista,14030904,232604,9560,23275,"","",-21.2000216,-47.8236426,1,1
Rua Maria Mathilde Moda Silva,Bosque das Juritis,14021670,227517,9560,46681,"","",-21.2110826,-47.7990344,1,1
Rua José Tadeu Sincos,Bosque das Juritis,14021673,227518,9560,46681,"","",-21.1704008,-47.8103238,1,1
Rua Florêncio Rosário,Bosque das Juritis,14021675,227519,9560,46681,"","",-21.2115948,-47.8001855,1,1
Rua Cavalheiro Torquato Rizzi,Bosque das Juritis,14021676,227520,9560,46681,"","",-21.2108272,-47.8010996,1,1
Rua Severiano Amaro dos Santos,Bosque das Juritis,14021677,227521,9560,46681,"","",-21.2115745,-47.7973594,1,1
Rua do Professor,Bosque das Juritis,14021679,227522,9560,46681,"","",-21.2115747,-47.8042475,1,1
Rua Osório Ferreira,Jardim Castelo Branco,14090520,231523,9560,23315,"","",-21.1845802,-47.7802376,1,1
Rua Miguel Ignácio,Jardim Castelo Branco,14090530,231524,9560,23315,"","",-21.1850146,-47.7799684,1,1
Rua Doutor Guilherme Macarron,Jardim Castelo Branco,14090538,231525,9560,23315,"","",-21.1858689,-47.7811357,1,1
Praça Vinte e Um de Setembro,Jardim Castelo Branco,14090539,231526,9560,23315,"","",-21.1704008,-47.8103238,1,1
Rua Cézar Brigato,Jardim Castelo Branco,14090540,231527,9560,23315,"","",-21.1854476,-47.7797058,1,1
Rua Mauro César Mello,Residencial Vida Nova Ribeirão,14063292,230126,9560,65190,"","",-21.105076,-47.830790,7,2
Rua Manoel Lopes Velludo Júnior,Residencial Vida Nova Ribeirão,14063295,230127,9560,65190,"","",-21.104736,-47.831126,7,2
Rua Maurício Rodrigues,Residencial Vida Nova Ribeirão,14063301,230128,9560,65190,"","",-21.106730,-47.830318,7,2
Rua Giovanni Gheri,Residencial Vida Nova Ribeirão,14063304,230129,9560,65190,"","",-21.105689,-47.831891,7,2
Rua Doutor Marcelo Henrique Ribeiro da Silva,Residencial Vida Nova Ribeirão,14063307,230130,9560,65190,"","",-21.107369,-47.831089,7,2
Rua São Francisco de Assis,Jardim Castelo Branco,14090550,231528,9560,23315,"","",-21.1861013,-47.7796025,1,1
Rua João Ferracini,Jardim Castelo Branco,14090560,231529,9560,23315,"","",-21.1704008,-47.8103238,1,1
Rua Joaquina Engrácia de Andrade,Dom Bernardo José Mielle,14057290,229531,9560,23298,"","",-21.1344230,-47.8480162,4,2
Rua Cecílio Elias Seba,Dom Bernardo José Mielle,14057300,229532,9560,23298,"","",-21.1355827,-47.8491444,4,2
Rua Attílio Pedro Cherubim,Dom Bernardo José Mielle,14057310,229533,9560,23298,"","",-21.1332129,-47.8469256,4,2
Rua Eunice Ramos Falleiros,Dom Bernardo José Mielle,14057320,229535,9560,23298,"","",-21.1330767,-47.8476902,4,2
Rua Jurandy Paraguassu dos Santos,Dom Bernardo José Mielle,14057329,229536,9560,23298,"","",-21.1325702,-47.8468327,4,2
Rua Adilson da Costa Botelho,Residencial Vida Nova Ribeirão,14063310,230131,9560,65190,"","",-21.106341,-47.832615,7,2
Rua Dezoito,Residencial Vida Nova Ribeirão,14063313,230132,9560,65190,"","",-21.117521,-47.830200,7,2
Rua Antonio Cassiano de Andrade,Residencial Vida Nova Ribeirão,14063316,230133,9560,65190,"","",-21.107282,-47.832456,7,2
Rua Arthur Furlan de Lazzari de Souza,Residencial Vida Nova Ribeirão,14063187,230094,9560,65190,"","",-21.107577,-47.823730,7,2
Rua Osvaldo Leonel de Castro,Residencial Vida Nova Ribeirão,14063214,230103,9560,65190,"","",-21.107575,-47.826168,7,2
Rua Eduardo Baracchini,Residencial Vida Nova Ribeirão,14063289,230125,9560,65190,"","",-21.104046,-47.828620,7,2
Rua Noventa,Residencial Vida Nova Ribeirão,14063328,230137,9560,65190,"","",-21.1167077,-47.8281550,7,2
Rua Dezessete,Residencial Vida Nova Ribeirão,14063331,230138,9560,65190,"","",-21.1167077,-47.8281550,7,2
Rua Antonino Lania,Residencial Vida Nova Ribeirão,14063334,230139,9560,65190,"","",-21.1167077,-47.8281550,7,2
Rua Antonia Bulgico Padilha,Residencial Vida Nova Ribeirão,14063364,230145,9560,65190,"","",-21.1167077,-47.8281550,7,2
Rua Professora Sylvia Vallada Roselino,Residencial Vida Nova Ribeirão,14063385,230152,9560,65190,"","",-21.104996,-47.832668,7,2
Rua Sessenta e Sete,Residencial Vida Nova Ribeirão,14063400,230157,9560,65190,"","",-21.103281,-47.828012,7,2
Rua 66A,Residencial Vida Nova Ribeirão,14063403,230158,9560,65190,"","",-21.1167077,-47.8281550,7,2
Rua Lucca Cabarite,Residencial Vida Nova Ribeirão,14063415,230162,9560,65190,"","",-21.1167077,-47.8281550,7,2
Rua Carlos Rossini,Residencial Vida Nova Ribeirão,14063346,230140,9560,65190,"","",-21.102705,-47.834490,7,2
Rua Nicolau Reinantt Cosenza,Conjunto Habitacional Jardim das Palmeiras,14094084,231963,9560,23297,"","",-21.1877070,-47.7404836,8,3
Rua Jurandir Machado,Residencial Vida Nova Ribeirão,14063352,230141,9560,65190,"","",-21.106342,-47.836793,7,2
Rua Santa Zorzeta Brussolo,Residencial Vida Nova Ribeirão,14063355,230142,9560,65190,"","",-21.106320,-47.836057,7,2
Rua Udélio Scodro,Bosque das Juritis,14021680,227523,9560,46681,"","",-21.2121269,-47.8029062,1,1
Rua Cláudio Scodro,Bosque das Juritis,14021682,227524,9560,46681,"","",-21.2127806,-47.8024225,1,1
Rua Serafim Teixeira da Cunha,Jardim Castelo Branco,14090570,231530,9560,23315,"","",-21.1856496,-47.7776865,1,1
Rua Jair Grellet,Jardim Castelo Branco,14090579,231531,9560,23315,"","",-21.1704008,-47.8103238,1,1
Rua Doutor Arthur Cândido Almeida,Jardim Castelo Branco,14090580,231532,9560,23315,"","",-21.1859670,-47.7772808,1,1
Rua Mário Tochini,Jardim Castelo Branco,14090590,231533,9560,23315,"","",-21.1862580,-47.7769292,1,1
Rua Guilherme Marconi,Jardim Castelo Branco,14090600,231534,9560,23315,"","",-21.1847595,-47.7749030,1,1
Rua Maestro Joaquim Thomé Leite,Jardim Castelo Branco,14090610,231535,9560,23315,"","",-21.1874481,-47.7766981,1,1
Rua Breno Vieira de Souza,Jardim Castelo Branco,14090620,231536,9560,23315,"","",-21.1871809,-47.7758242,1,1
Rua Arthur José Susanná,Jardim Castelo Branco,14090630,231537,9560,23315,"","",-21.1704008,-47.8103238,1,1
Rua João Ignacchitti,Jardim Castelo Branco,14090640,231538,9560,23315,"","",-21.1704008,-47.8103238,1,1
Rua Alayr Grasseschi,Jardim Castelo Branco,14090660,231539,9560,23315,"","",-21.1704008,-47.8103238,1,1
Rua Daniel Ferranti,Jardim Castelo Branco,14090680,231540,9560,23315,"","",-21.1861127,-47.7771052,1,1
Praça Sete de Agosto,Jardim Castelo Branco,14090689,231541,9560,23315,"","",-21.1704008,-47.8103238,1,1
Rua Doutor José Carlos de Almeida e Senna,Jardim Castelo Branco,14090690,231542,9560,23315,"","",-21.1856296,-47.7756764,1,1
Condomínio Vila Romana,Jardim Castelo Branco,14090698,231543,9560,23315,"","",-21.1976593,-47.7940362,1,1
Rua Lourenço Coppedê,Jardim Castelo Branco,14090700,231544,9560,23315,"","",-21.1840585,-47.7750606,1,1
Rua Niterói,Jardim Castelo Branco,14090710,231545,9560,23315,"","",-21.1900023,-47.7744711,1,1
Condomínio Chácara Flora,Jardim Castelo Branco,14090712,231546,9560,23315,"","",-21.1898594,-47.7754570,1,1
Rua Alfredo Porto,Jardim Castelo Branco,14091260,231595,9560,23315,"","",-21.1893738,-47.7897151,1,1
Rua Júlio de Mesquita Filho,Jardim Castelo Branco,14091270,231596,9560,23315,"","",-21.1891714,-47.7883521,1,1
Praça Mário Spanó,Jardim Castelo Branco,14091279,231597,9560,23315,"","",-21.1704008,-47.8103238,1,1
Rua Orestes Morandini,Jardim Castelo Branco,14091280,231598,9560,23315,"","",-21.1892379,-47.7874436,1,1
Rua Arnaldo Victaliano,Jardim Castelo Branco,14091283,231599,9560,23315,"","",-21.1900582,-47.7907965,1,1
Avenida Presidente Castelo Branco,Jardim Castelo Branco,14091285,231600,9560,23315,"","",-21.1908443,-47.7804142,1,1
Rua Joaquim Pinto Ferraz,Jardim Castelo Branco,14091290,231601,9560,23315,"","",-21.1885145,-47.7871135,1,1
Rua Cyrilo Laguna,Jardim Castelo Branco,14091300,231602,9560,23315,"","",-21.1891714,-47.7883521,1,1
Condomínio Jardim dos Gerânios,Jardim dos Gerânios,14022300,227591,9560,50819,"","",-21.2315693,-47.7830262,1,1
Rua Atílio Bidurin,Jardim Horizonte Verde,14093242,231779,9560,64932,"","",-21.180764,-47.750789,1,1
Avenida Presidente Vargas,Jardim Irajá,14020277,227250,9560,23330,"","",-21.2007307,-47.8085102,1,1
Rua do Professor,Jardim Irajá,14020280,227251,9560,23330,"","",-21.2094793,-47.8052500,1,1
Rua Thomaz Nogueira Gaia,Jardim Irajá,14020283,227252,9560,23330,"","",-21.2025380,-47.8071741,1,1
Rua Cavalheiro Torquato Rizzi,Jardim Irajá,14020285,227253,9560,23330,"","",-21.2018232,-47.8058419,1,1
Rua Doutor Paulo Barra,Jardim Irajá,14020288,227254,9560,23330,"","",-21.2011356,-47.8044995,1,1
Rua Nélio Guimarães,Jardim Irajá,14020490,227297,9560,23330,"","",-21.2013387,-47.8089164,1,1
Rua Doutor Paulo Tinoco Cabral,Jardim Irajá,14020493,227298,9560,23330,"","",-21.2024707,-47.8083977,1,1
Avenida Senador César Vergueiro,Jardim Irajá,14020510,227300,9560,23330,"","",-21.2013757,-47.8050025,1,1
Rua Heitor Chiarello,Jardim Irajá,14020520,227301,9560,23330,"","",-21.2019106,-47.8040430,1,1
Praça Nicolau Antônio Calache,Jardim Irajá,14020529,227305,9560,23330,"","",-21.1704008,-47.8103238,1,1
Rua Doutor Francisco Augusto César,Jardim Irajá,14020530,227306,9560,23330,"","",-21.2035121,-47.8057797,1,1
Praça Léo Gomes de Moraes,Jardim Irajá,14020538,227307,9560,23330,"","",-21.1704008,-47.8103238,1,1
Praça Doutor Francisco Xavier Balieiro,Jardim Irajá,14020539,227308,9560,23330,"","",-21.1704008,-47.8103238,1,1
Rua Doutor Isac Theodoro de Lima,Jardim Irajá,14020540,227309,9560,23330,"","",-21.2035059,-47.8040452,1,1
Praça Miguel Darahem,Jardim Irajá,14020549,227310,9560,23330,"","",-21.1704008,-47.8103238,1,1
Rua Doutor João Gomes Rocha,Jardim Irajá,14020550,227311,9560,23330,"","",-21.2044782,-47.8044023,1,1
Rua Doutor José Guimarães,Jardim Irajá,14020560,227312,9560,23330,"","",-21.2047860,-47.8033814,1,1
Rua Coronel Luiz da Silva Batista,Jardim Irajá,14020570,227313,9560,23330,"","",-21.2057413,-47.8037390,1,1
Rua Salvador Cosso,Jardim Irajá,14020580,227314,9560,23330,"","",-21.2060718,-47.8027109,1,1
Rua Manoel Achê,Jardim Irajá,14020590,227315,9560,23330,"","",-21.2066792,-47.8023983,1,1
Rua Antônio Achê,Jardim Irajá,14020600,227316,9560,23330,"","",-21.2069495,-47.8013718,1,1
Praça Augusto Apparecido Mazza,Jardim Irajá,14020609,227321,9560,23330,"","",-21.1704008,-47.8103238,1,1
Rua Chile,Jardim Irajá,14020610,227322,9560,23330,"","",-21.2089343,-47.8040698,1,1
Avenida Leais Paulistas,Jardim Irajá,14020650,227329,9560,23330,"","",-21.2043231,-47.7987655,1,1
Rua Elvira Fanini Casadio,Jardim Itaporã,14092240,231672,9560,23331,"","",-21.1824054,-47.7718114,1,1
Rua Hélio Pinto Cardoso,Jardim Itaporã,14092250,231673,9560,23331,"","",-21.1820765,-47.7706865,1,1
Rua Lucilda Placidi,Jardim Itaporã,14092252,231674,9560,23331,"","",-21.1824617,-47.7701900,1,1
Rua Pedro Dalpícolo,Dom Bernardo José Mielle,14057419,229559,9560,23298,"","",-21.134724,-47.851794,4,2
Rua Paulo Donato Castellane,Engenheiro Carlos de Lacerda Chaves,14057442,229574,9560,31005,"","",-21.138863,-47.854539,4,2
Rua Divina Umbelina Lemes,Residencial Vida Nova Ribeirão,14063358,230143,9560,65190,"","",-21.104730,-47.838306,7,2
Rua Felipe Gui Rocha,Residencial Vida Nova Ribeirão,14063361,230144,9560,65190,"","",-21.104830,-47.837334,7,2
Rua Antônio Alves Pereira,Jardim Itaporã,14092230,231671,9560,23331,"","",-21.182718,-47.772878,1,1
Avenida Doutor Francisco Junqueira,Jardim Macedo,14091000,231551,9560,23342,"","",-21.1801695,-47.8004102,1,1
Rua Branca,Jardim Macedo,14091008,231552,9560,23342,"","",-21.1816704,-47.7996234,1,1
Rua Guiomar,Jardim Macedo,14091009,231553,9560,23342,"","",-21.1822969,-47.7994707,1,1
Rua Daniel Kujawski,Jardim Macedo,14091010,231554,9560,23342,"","",-21.1841926,-47.7985710,1,1
Rua Maria José,Jardim Macedo,14091017,231555,9560,23342,"","",-21.1830550,-47.7988420,1,1
Rua Deolinda,Jardim Macedo,14091018,231556,9560,23342,"","",-21.1804229,-47.7995133,1,1
Rua Professora Edina Rocha de Freitas,Jardim Macedo,14091020,231558,9560,23342,"","",-21.1860599,-47.7969704,1,1
Rua Victor Rebouças,Jardim Macedo,14091030,231559,9560,23342,"","",-21.1866626,-47.7956944,1,1
