"id","municipio","codigo_inep","escola","categoria","endereco","telefone","ativo","timestamp"
"587","Ribeirão Preto","35004203","CRECHE AUTA DE SOUZA","Privada","DOS ANDRADAS, 850 JARDIM MARCHESI. 14031-332 Ribeirão Preto - SP.","(16) 39191042","1","2025-05-19 21:11:58"
"588","Ribeirão Preto","35411644","CRECHE VOVO MECA EDUCACAO INFANTIL","Privada","ADOLFO LEANDRO, 211 RUA. GERALDO CORREIA DE CARVALHO. 14061-370 Ribeirão Preto - SP.","(16) 36224058","1","2025-05-19 21:11:58"
"589","Ribeirão Preto","35296570","CRER E VENCER COLEGIO","Privada","SALOMAO CAPITAO, 555 RUA. CAMPOS ELISEOS. 14080-210 Ribeirão Preto - SP.","(16) 39646066","1","2025-05-19 21:11:58"
"590","Ribeirão Preto","35307713","D ALCANCE CURSOS E EVENTOS","Privada","AMERICO BRASILIENSE, 1377 RUA. CENTRO. 14015-050 Ribeirão Preto - SP.","(16) 36109036","1","2025-05-19 21:11:58"
"591","Ribeirão Preto","35131052","DANIA AMARAL ESPACO","Privada","HUMAITA, 313 RUA. SANTA CRUZ DO JOSE JACQUES. 14020-680 Ribeirão Preto - SP.","(16) 36208000","1","2025-05-19 21:11:59"
"592","Ribeirão Preto","35301383","DEOLINDA GASPARINI CENTRO DE EDUCACAO INFANTIL","Pública","ABILIO SAMPAIO, 675 RUA. VILA VIRGINIA. 14030-420 Ribeirão Preto - SP.","(16) 39143659","1","2025-05-19 21:11:59"
"593","Ribeirão Preto","35566780","DEPUTADO ANTONIO CALIXTO","Pública","LUIS FELICIO, 700 RUA. JARDIM DOUTOR PAULO GOMES ROMEO. 14056-735 Ribeirão Preto - SP.","(16) 39757628","1","2025-05-19 21:11:59"
"594","Ribeirão Preto","35233328","DERCY CELIA SEIXAS FERRARI PROFA EMEF","Pública","DOMINGOS HUMBERTO BARILLARI, 210 RUA. CONJUNTO HABITACIONAL JARDIM DAS PALMEIRAS. 14094-018 Ribeirão Preto - SP.","(16) 36174200","1","2025-05-19 21:11:59"
"595","Ribeirão Preto","35801811","DIMENSAO BERCARIO E EDUCACAO INFANTIL","Privada","BARTOLOMEU DE GUSMAO, 543 RUA. VILA TIBERIO. 14050-080 Ribeirão Preto - SP.","(16) 34418868","1","2025-05-19 21:11:59"
"596","Ribeirão Preto","35047466","DJANIRA VELHO PROFESSORA","Pública","RUA BORBA GATO, 60 RUA. VILA AMELIA. 14050-340 Ribeirão Preto - SP.","(16) 36107036","1","2025-05-19 21:11:59"
"597","Ribeirão Preto","35233377","DOM BOSCO CENTRO DE EDUCACAO INFANTIL","Pública","RUA TUPINAMBA, 1497 RUA. IPIRANGA. 14060-630 Ribeirão Preto - SP.","(16) 36226323","1","2025-05-19 21:11:59"
"598","Ribeirão Preto","35220462","DOMINGOS ANGERAMI PROF DR EMEF","Pública","JOAO CLAPP, 1501 CAMPOS ELISEOS. 14085-550 Ribeirão Preto - SP.","(16) 36158797","1","2025-05-19 21:11:59"
"599","Ribeirão Preto","35044660","DOMINGOS JOAO BAPTISTA SPINELLI PROFESSOR DOUTOR","Pública","RUA DEPUTADO ORLANDO JURCA, 92 RUA. QUINTINO FACCI II. 14070-280 Ribeirão Preto - SP.","(16) 36380071","1","2025-05-19 21:11:59"
"600","Ribeirão Preto","35024168","DR THOMAZ ALBERTO WHATELY","Pública","RUA MARQUES DE POMBAL, 349 RUA. CAMPOS ELISEOS. 14080-100 Ribeirão Preto - SP.","(16) 39311401","1","2025-05-19 21:11:59"
"601","Ribeirão Preto","35442914","DUQUE ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL","Privada","MONTEIRO LOBATO, 2100 AVENIDA. VILA VIRGINIA. 14030-520 Ribeirão Preto - SP.","(16) 36370358","1","2025-05-19 21:11:59"
"602","Ribeirão Preto","35024120","EDGARDO CAJADO DOUTOR","Pública","RUA GENERAL CAMARA, 157 RUA. IPIRANGA. 14055-080 Ribeirão Preto - SP.","(16) 36334520","1","2025-05-19 21:11:59"
"603","Ribeirão Preto","35202356","EDUARDO ROMUALDO DE SOUZA PROF EMEF","Pública","RUA VISCONDE DE INHUMIRIM, 1001 RUA. VILA VIRGINIA. 14030-490 Ribeirão Preto - SP.","(16) 39198502","1","2025-05-19 21:11:59"
"604","Ribeirão Preto","35172583","EDUCACAO INFANTIL SCHOOL GARDEN LTDA","Privada","RUA CONSTITUICAO, 603 RUA. VILA TIBERIO. 14050-470 Ribeirão Preto - SP.","(16) 36303193","1","2025-05-19 21:11:59"
"605","Ribeirão Preto","35009497","EEI CELIA REGINA DA SILVA VANZO","Privada","RUA JOAO RAMOS E SILVA, 905 PARQUE SAO SEBASTIAO. 14093-280 Ribeirão Preto - SP.","(16) 994359204","1","2025-05-19 21:11:59"
"606","Ribeirão Preto","35009529","EEI FRANCESCO CAMMILLERI","Privada","RUA GUARATINGUETA, 605 JARDIM SALGADO FILHO. 14078-130 Ribeirão Preto - SP.","(16) 994474707","1","2025-05-19 21:11:59"
"607","Ribeirão Preto","35009896","EEI REI PELE EDSON ARANTES DO NASCIMENTO","Privada","RUA SERGIO APPROBATO MACHADO, 270 RESERVA REAL. 14094-650 Ribeirão Preto - SP.","(16) 993434879","1","2025-05-19 21:11:59"
"608","Ribeirão Preto","35079595","EGYDIO PEDRESCHI CENTRO DE EDUCACAO ESPECIAL","Pública","RUA ADOLFO ZEO, 287 RUA. RIBEIRANIA. 14096-470 Ribeirão Preto - SP.","(16) 36274912","1","2025-05-19 21:11:59"
"609","Ribeirão Preto","35186429","EINSTEIN COLEGIO","Privada","AVENIDA BRAZ OLAIA ACOSTA, 1380 AVENIDA. JARDIM CALIFORNIA. 14026-040 Ribeirão Preto - SP.","(16) 38785252","1","2025-05-19 21:11:59"
"610","Ribeirão Preto","35573985","ELBA DE PADUA LIMA COMPLEXO ESPORTIVA","Pública","RUA CAMILO DE MATOS, 627 CAPOS ELISEOS. 14085-340 Ribeirão Preto - SP.","(16) 36049900","1","2025-05-19 21:11:59"
"611","Ribeirão Preto","35212842","ELISA DUBOC GARCIA PROFA EMEF","Pública","LYGIA LATUF SALOMAO, 202 AVENIDA. JARDIM JOAO ROSSI. 14026-518 Ribeirão Preto - SP.","(16) 36210235","1","2025-05-19 21:11:59"
"612","Ribeirão Preto","35097184","ELZA GUAZZELI DA COSTA PROFA EMEI","Pública","RUA VIRGILIO ANTONIO SIMIONATO, 295 RUA. AVELINO ALVES PALMA. 14070-690 Ribeirão Preto - SP.","(16) 36384524","1","2025-05-19 21:11:59"
"613","Ribeirão Preto","35062996","EMILIO JARBINET PADRE EMEI","Pública","JOAO RIBEIRO, 833 RUA. CAMPOS ELISEOS. 14080-610 Ribeirão Preto - SP.","(16) 36267101","1","2025-05-19 21:11:59"
"614","Ribeirão Preto","35376978","ENSINARTE CENTRO EDUCACIONAL","Privada","ISAC THEODORO DE LIMA DOUTOR, 307 RUA. JARDIM IRAJA. 14020-540 Ribeirão Preto - SP.","(16) 32347086","1","2025-05-19 21:11:59"
"615","Ribeirão Preto","35205540","EPONINA DE BRITTO ROSSETTO PROFA EMEF","Pública","RUA D, SN RUA. RECREIO INTERNACIONAL. 14094-582 Ribeirão Preto - SP.","(16) 36295711","1","2025-05-19 21:11:59"
"616","Ribeirão Preto","35004304","ESCOLA CONCEPT","Privada","LUIZ EDUARDO TOLEDO PRADO, 2675 VILA DO GOLF. 14027-250 Ribeirão Preto - SP.",,"1","2025-05-19 21:11:59"
"617","Ribeirão Preto","35145610","ESCOLA DE EDUCACAO ESPECIAL PROFESSORA MARIA APARECIDA FERREIRA COLOMBO APAERP","Privada","RUA CORACY DE TOLEDO PIZA, 571 RUA. RIBEIRANIA. 14096-230 Ribeirão Preto - SP.","(16) 35125200","1","2025-05-19 21:11:59"
"618","Ribeirão Preto","35008893","ESCOLA DE EDUCACAO INFANTIL DEPUTADO JOAO CUNHA (( CASA DA CRIANÇA IRMÃ CRUCIFIXA)","Privada","RUA JOAO DINIZ ALVIM, 281 JARDIM JOSE WILSON TONI. 14056-076 Ribeirão Preto - SP.","(16) 997495189","1","2025-05-19 21:11:59"
"619","Ribeirão Preto","35007319","ESCOLA DE EDUCACAO INFANTIL DR FABIO MUSA","Privada","RUA ZILDA FARIA, 805 JARDIM CRISTO REDENTOR. 14063-226 Ribeirão Preto - SP.","(16) 992711452","1","2025-05-19 21:12:00"
"620","Ribeirão Preto","35007951","ESCOLA DE EDUCACAO INFANTIL EDUARDO DINIZ JUNQUEIRA","Privada","AVENIDA ERNESTO GUEVARA LA SERNA, 651 PARQUE DOS PINUS. 14062-232 Ribeirão Preto - SP.","(16) 39764525","1","2025-05-19 21:12:00"
"621","Ribeirão Preto","35007967","ESCOLA DE EDUCACAO INFANTIL GENY BIAGIONI VEIGA","Privada","RUA DOUTOR JOAO GUIAO, 1245 VILA VIRGINIA. 14030-440 Ribeirão Preto - SP.","(16) 32377447","1","2025-05-19 21:12:00"
"622","Ribeirão Preto","35004104","ESCOLA DE EDUCACAO INFANTIL JARDIM DE GAIA","Privada","GABRIEL CARRARO, 1619 RESIDENCIAL PARQUE DOS SERVIDORES. 14094-239 Ribeirão Preto - SP.","(16) 36173538","1","2025-05-19 21:12:00"
"623","Ribeirão Preto","35447444","ESCOLA DE EDUCACAO INFANTIL MARIA DE NAZARE","Privada","ROMANO CORO, 226 RUA. PARQUE INDUSTRIAL TANQUINHO. 14075-630 Ribeirão Preto - SP.","(16) 36260018","1","2025-05-19 21:12:00"
"624","Ribeirão Preto","35007950","ESCOLA DE EDUCACAO INFANTIL NAGIBE EL KHOURI LIAN","Privada","RUA MARANHAO, 630 IPIRANGA. 14055-600 Ribeirão Preto - SP.","(16) 39632808","1","2025-05-19 21:12:00"
"625","Ribeirão Preto","35009018","ESCOLA DE EDUCACAO INFANTIL PASTORA NAILDETE BARBOSA LINS","Pública","RUA ANGELO EGYDIO PEDRESCHI, 350 JARDIM MARCHESI. 14031-303 Ribeirão Preto - SP.","(16) 39000799","1","2025-05-19 21:12:00"
"626","Ribeirão Preto","35006382","ESCOLA DE EDUCACAO INFANTIL PEQUENO CONSTRUTOR UNIDADE II","Privada","LIONS CLUBE, 43 PARQUE DOS BANDEIRANTES. 14090-430 Ribeirão Preto - SP.",,"1","2025-05-19 21:12:00"
"627","Ribeirão Preto","35008822","ESCOLA DE EDUCACAO INFANTIL PROFESSORA FLORIANETE DE OLIVEIRA GUIMARAES","Privada","RIO ARAGUAIA, 875 JARDIM PARAISO. 14060-260 Ribeirão Preto - SP.","(16) 37717985","1","2025-05-19 21:12:00"
"628","Ribeirão Preto","35587461","ESCOLA DE EDUCACAO INFANTIL RECREANDO","Privada","RUA MARQUES DO POMBAL, 1031 RUA. CAMPOS ELISEOS. 14080-100 Ribeirão Preto - SP.","(16) 36264438","1","2025-05-19 21:12:00"
"629","Ribeirão Preto","35050696","ESCOLA DE EDUCACAO INFANTIL TIA SELMA LTDA","Privada","CESARIO MOTTA, 918 RUA. JARDIM PAULISTA. 14090-052 Ribeirão Preto - SP.","(16) 36321161","1","2025-05-19 21:12:00"
"630","Ribeirão Preto","35008078","ESCOLA DE EDUCACAO INFANTIL TURMINHA DA LUZ","Privada","RUA SAO SEBASTIAO, 1226 CENTRO. 14015-040 Ribeirão Preto - SP.","(16) 30430516","1","2025-05-19 21:12:00"
"631","Ribeirão Preto","35585063","ESCOLA DE EDUCACAO INFANTIL VILLA COR","Privada","RUA ITAPIRA, 205 JARDIM PAULISTA. 14090-122 Ribeirão Preto - SP.","(16) 32352561","1","2025-05-19 21:12:00"
"632","Ribeirão Preto","35007628","ESCOLA DE EDUCACAO INFANTIL VIVER FELIZ UNIDADE II","Privada","JOSE ROBERTO VITORAZZI, 200 JARDIM NOVA ALIANCA. 14026-576 Ribeirão Preto - SP.","(16) 39045162","1","2025-05-19 21:12:00"
"633","Ribeirão Preto","35152894","ESCOLA DE ENSINO MEDIO CARLOS CHAGAS FILHO","Privada","AVENIDA ITATIAIA, 1176 AVENIDA. JARDIM SUMARE. 14025-240 Ribeirão Preto - SP.","(16) 36026960","1","2025-05-19 21:12:01"
"634","Ribeirão Preto","35056182","ESCOLA INFANTIL PEIXINHO DOURADO","Privada","PERNAMBUCO, 1210 RUA. CAMPOS ELISEOS. 14085-570 Ribeirão Preto - SP.","(16) 36125074","1","2025-05-19 21:12:01"
"635","Ribeirão Preto","35123262","ESCOLA MIRO DE EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO","Privada","RUA DOUTOR MARIO DE ASSIS MOURA, 380 RUA. JARDIM NOVA ALIANCA. 14026-578 Ribeirão Preto - SP.","(16) 36236255","1","2025-05-19 21:12:01"
"636","Ribeirão Preto","35007868","ESCOLA MIRO UNIDADE II","Privada","CAPITAO ADELMIO NORBERTO DA SILVA, 705 ALTO DA BOA VISTA. 14025-670 Ribeirão Preto - SP.","(16) 36236255","1","2025-05-19 21:12:01"
"637","Ribeirão Preto","35100511","ESCOLA PRO CULTURAL AMARELINHA","Privada","RUA FREI CANECA, 770 RUA. VILA TAMANDARE. 14085-150 Ribeirão Preto - SP.","(16) 39794555","1","2025-05-19 21:12:01"
"638","Ribeirão Preto","35290804","ESCOLA SEB UNIDADE ALVARES CABRAL","Privada","ALVARES CABRAL, 790 RUA. CENTRO. 14010-080 Ribeirão Preto - SP.","(16) 36039429","1","2025-05-19 21:12:01"
"639","Ribeirão Preto","35132925","ESCOLA SEB UNIDADE LAFAIETE","Privada","RUA LAFAIETE, 261 RUA. CENTRO. 14015-080 Ribeirão Preto - SP.","(16) 36039429","1","2025-05-19 21:12:01"
"640","Ribeirão Preto","35140430","ESCOLA SEB UNIDADE PORTUGAL","Privada","AVENIDA PORTUGAL, 1675 AVENIDA. SANTA CRUZ JOSE JAQUES. 14020-380 Ribeirão Preto - SP.","(16) 36039429","1","2025-05-19 21:12:01"
"641","Ribeirão Preto","35115009","ESCOLA SEB UNIDADE RIBEIRANIA","Privada","RUA ABRAAO ISSA HALACK, 320 RUA. RIBEIRANIA. 14096-160 Ribeirão Preto - SP.","(16) 36039420","1","2025-05-19 21:12:01"
"642","Ribeirão Preto","35114704","ESCOLA SESI DR ORLANDO OMETTO","Privada","MARIA GODI BIM, 501 RUA. PLANALTO VERDE. 14056-050 Ribeirão Preto - SP.","(16) 36338579","1","2025-05-19 21:12:01"
"643","Ribeirão Preto","35004373","ESPACO ARTE DO MUSEU","Privada","TRIUNFO, 284 SANTA CRUZ DO JOSE JACQUES. 14020-670 Ribeirão Preto - SP.","(16) 36230336","1","2025-05-19 21:12:01"
"644","Ribeirão Preto","35118540","ESPACO CULTURAL COLEGIO","Privada","RUA BERNARDO GONCALVES, 125 21. JARDIM ROBERTO BENEDETTI. 14098-202 Ribeirão Preto - SP.","(16) 36294551","1","2025-05-19 21:12:01"
"645","Ribeirão Preto","35288287","ESPACO MIRO EDUCACAO INFANTIL E FUNDAMENTAL","Privada","MARIO DE ASSIS MOURA DOUTOR, 400 RUA. NOVA ALIANCA. 14026-578 Ribeirão Preto - SP.","(16) 36236255","1","2025-05-19 21:12:01"
"646","Ribeirão Preto","35925676","ESPLANADA DA ESTACAO","Pública","RUA SERRA NEGRA, 100 RUA. JARDIM IARA. 14078-640 Ribeirão Preto - SP.","(16) 36287870","1","2025-05-19 21:12:01"
"647","Ribeirão Preto","35024065","EUGENIA VILHENA DE MORAIS PROFESSORA","Pública","ABILIO SAMPAIO, 900 RUA. VILA VIRGINIA. 14030-420 Ribeirão Preto - SP.","(16) 36202323","1","2025-05-19 21:12:01"
"648","Ribeirão Preto","35060324","EURIPEDES BARSANULFO ESCOLA DE EDUCACAO INFANTIL (CASAS DE BETANIA)","Privada","RUA ANDRE REBOUCAS, 1434 RUA. IPIRANGA. 14055-650 Ribeirão Preto - SP.","(16) 35121878","1","2025-05-19 21:12:02"
"649","Ribeirão Preto","35907881","EXPEDICIONARIOS BRASILEIROS","Pública","ORIVALDO BRAGA, 617 RUA. JARDIM SAO JOSE. 14098-080 Ribeirão Preto - SP.","(16) 36179101","1","2025-05-19 21:12:02"
"650","Ribeirão Preto","35449003","FAAP RIBEIRAO PRETO COLEGIO","Privada","MARCELLO SARTI, 99 RUA. RESIDENCIAL FLORIDA. 14026-290 Ribeirão Preto - SP.","(16) 39136356","1","2025-05-19 21:12:02"
"651","Ribeirão Preto","35023796","FABIO BARRETO","Pública","AMADOR BUENO, 220 RUA. CENTRO. 14010-070 Ribeirão Preto - SP.","(16) 39415145","1","2025-05-19 21:12:02"
"652","Ribeirão Preto","35305066","FABIOLA POCH CENTRO DE DANCA","Privada","NELIO GUIMARAES, 177 ALTO DA BOA VISTA. 14025-290 Ribeirão Preto - SP.","(16) 30230099","1","2025-05-19 21:12:02"
"653","Ribeirão Preto","35446282","FAUSTINO JARRUCHE DR EMEF","Pública","CARLOS EDSON MACHADO, 100 RUA. PARQUE RIBEIRAO PRETO. 14031-170 Ribeirão Preto - SP.","(16) 39640317","1","2025-05-19 21:12:02"
"654","Ribeirão Preto","35802116","FAVINHO DE MEL ESCOLA INFANTIL E FUNDAMENTAL","Privada","RUA PARAISO, 586 RUA. VILA TIBERIO. 14050-440 Ribeirão Preto - SP.","(16) 36302336","1","2025-05-19 21:12:02"
"655","Ribeirão Preto","35363510","FAZENDA AGUA CLARAS","Pública","FAZENDA AGUAS CLARAS, SN 14070-650 Ribeirão Preto - SP.",,"1","2025-05-19 21:12:02"
"656","Ribeirão Preto","35233419","FELICITA DRUDI COSTA PINTO CENTRO DE EDUCACAO INFANTIL","Pública","RUA ROBERTO MICHELLIN, 165 RUA. ANTONIO MARINCEK. 14061-190 Ribeirão Preto - SP.","(16) 36228924","1","2025-05-19 21:12:02"
"657","Ribeirão Preto","35262250","FILADELFIA DE RIBEIRAO PRETO INSTITUTO","Privada","ARCOVERDE CARDEAL, 68 RUA. VILA VIRGINIA. 14030-180 Ribeirão Preto - SP.","(16) 32114400","1","2025-05-19 21:12:02"
"658","Ribeirão Preto","35023966","FRANCISCO BONFIM","Pública","RUA PARANAGUA, 1011 RUA. VILA ALBERTINA. 14060-100 Ribeirão Preto - SP.","(16) 36220835","1","2025-05-19 21:12:02"
"659","Ribeirão Preto","35024016","FRANCISCO DA CUNHA JUNQUEIRA DOUTOR","Pública","RUA JAIR COSTA, SN RUA. CENTRO. 14110-000 Ribeirão Preto - SP.","(16) 39720009","1","2025-05-19 21:12:02"
"660","Ribeirão Preto","35573954","FRANCISCO RUBENS CALIL","Pública","R ERNESTO PETERSEN, 36 QUINTINO FACCI II. 14070-480 Ribeirão Preto - SP.","(16) 36382444","1","2025-05-19 21:12:03"
"661","Ribeirão Preto","35567632","GABARITO COLEGIO","Privada","ALTINO ARANTES, 922 JARDIM SUMARE. 14025-030 Ribeirão Preto - SP.","(16) 35127777","1","2025-05-19 21:12:03"
"662","Ribeirão Preto","35291493","GENESIS COLEGIO","Privada","JOAO GOULART PRESIDENTE, 315 AVENIDA. GERALDO CORREIA DE CARVALHO. 14061-280 Ribeirão Preto - SP.","(16) 33256632","1","2025-05-19 21:12:03"
"663","Ribeirão Preto","35270040","GERALDA DE SOUZA ESPIN EMEF","Pública","RUA EMYGDIO ROSSETO, 2960 RUA. JARDIM FLORESTAN FERNANDES. 14079-326 Ribeirão Preto - SP.","(16) 36178075","1","2025-05-19 21:12:03"
"664","Ribeirão Preto","35037151","GERALDO CORREIA DE CARVALHO DOUTOR","Pública","RUA ITAGUACU, 869 RUA. IPIRANGA. 14060-030 Ribeirão Preto - SP.","(16) 36222728","1","2025-05-19 21:12:03"
"665","Ribeirão Preto","35903462","GETULIO VARGAS DOUTOR","Pública","RUA DOUTOR DOMINGOS SGORLON, 270 RUA. AVELINO ALVES PALMA. 14070-660 Ribeirão Preto - SP.","(16) 36381068","1","2025-05-19 21:12:03"
"666","Ribeirão Preto","35232609","GIRASSOL ENCANTADO CRECHE","Pública","RUA DOUTOR MORAIS DE LIMA, 811 RUA. JARDIM ANHANGUERA. 14092-160 Ribeirão Preto - SP.","(16) 36273911","1","2025-05-19 21:12:03"
"667","Ribeirão Preto","35023899","GLETE DE ALCANTARA PROFESSORA","Pública","RUA PROFESSOR WLADEMIR PINTO FERRAZ, 156 RUA. PARQUE RIBEIRAO PRETO. 14031-440 Ribeirão Preto - SP.","(16) 36370662","1","2025-05-19 21:12:03"
"668","Ribeirão Preto","35909737","GLORIA DOS SANTOS FONSECA PROFESSORA","Pública","RUA MANAUS, 1735 RUA. IPIRANGA. 14060-520 Ribeirão Preto - SP.","(16) 36157271","1","2025-05-19 21:12:03"
"669","Ribeirão Preto","35071912","GOTINHAS DE ORVALHO ESCOLA DE EDUCACAO INFANTIL","Privada","RUA HELIO LAURATO, 106 RUA. ANTONIO MARINCEK. 14061-080 Ribeirão Preto - SP.","(16) 36156671","1","2025-05-19 21:12:03"
"670","Ribeirão Preto","35024028","GUIMARAES JUNIOR DOUTOR","Pública","RUA LAFAIETE, 584 RUA. CENTRO. 14015-080 Ribeirão Preto - SP.","(16) 36322928","1","2025-05-19 21:12:03"
"671","Ribeirão Preto","35252232","HCFMRPUSP CENTRO INTERESCOLAR DO","Pública","CAMPUS UNIVERSITARIO, SN MONTE ALEGRE. 14048-900 Ribeirão Preto - SP.","(16) 36022013","1","2025-05-19 21:12:03"
"672","Ribeirão Preto","35258490","HEITOR VILLA LOBOS ESCOLA DE MUSICA","Privada","RUA AMADOR BUENO, 1302 RUA. CENTRO. 14010-070 Ribeirão Preto - SP.","(16) 36258994","1","2025-05-19 21:12:03"
"673","Ribeirão Preto","35900761","HELIO LOURENCO DE OLIVEIRA PROFESSOR","Pública","GONCALVES DE MAGALHAES, 1500 RUA. JARDIM PIRATININGA. 14030-570 Ribeirão Preto - SP.","(16) 36372777","1","2025-05-19 21:12:03"
"674","Ribeirão Preto","35024156","HELY LOPES MEIRELLES","Pública","RUA SAO PAULO, 726 RUA. CAMPOS ELISEOS. 14085-010 Ribeirão Preto - SP.","(16) 36125305","1","2025-05-19 21:12:03"
"675","Ribeirão Preto","35084700","HENILLA GODOY VELLUDO SALVADOR EMEI","Pública","RUA VICENTE LEANDRO, 415 RUA. GERALDO CORREIA DE CARVALHO. 14061-290 Ribeirão Preto - SP.","(16) 39767000","1","2025-05-19 21:12:03"
"676","Ribeirão Preto","35023905","HERMINIA GUGLIANO PROFESSORA","Pública","RUA DOUTOR JORGE LOBATO, 765 RUA. VILA TIBERIO. 14050-110 Ribeirão Preto - SP.","(16) 36300044","1","2025-05-19 21:12:03"
"677","Ribeirão Preto","35073817","HILDA MARIA SOBRAL BARBOSA MANDARINO EMEI","Pública","RUA OLIMPIO FERREIRA DA COSTA, 255 RUA. JARDIM JOAQUIM PROCOPIO DE ARAUJO FERRAZ. 14065-390 Ribeirão Preto - SP.","(16) 36394759","1","2025-05-19 21:12:03"
"678","Ribeirão Preto","35464351","HILDA MOSCA ESCOLA MUNICIPAL DE EDUCACAO INFANTIL","Pública","LUCIO ODUVALDO SIMIONATO, 155 RUA. JARDIM DIVA TARLA DE CARVALHO. 14079-391 Ribeirão Preto - SP.","(16) 36245925","1","2025-05-19 21:12:03"
"679","Ribeirão Preto","35206436","HONORATO DE LUCCA PROF EMEF","Pública","RUA ANHEMBI, 401 RUA. JARDIM SALGADO FILHO. 14078-290 Ribeirão Preto - SP.","(16) 36266982","1","2025-05-19 21:12:03"
"680","Ribeirão Preto","35435193","HORTENCIO PEREIRA DA SILVA PROFESSOR CEI","Pública","PINHAL, SN RUA. JARDIM AEROPORTO. 14078-420 Ribeirão Preto - SP.","(16) 36283871","1","2025-05-19 21:12:04"
"681","Ribeirão Preto","35982040","HOSP CLINICAS FAC MEDICINA RP USP UN EMERGENCIA CCI","Pública","SETE DE SETEMBRO, 1050 RUA. CENTRO. 14010-180 Ribeirão Preto - SP.","(16) 36021187","1","2025-05-19 21:12:04"
"682","Ribeirão Preto","35982064","HOSP CLINICAS FMRP CAMPUS USP CCI","Pública","AVENIDA BANDEIRANTES, 3900 VILA MONTE ALEGRE. 14040-030 Ribeirão Preto - SP.","(16) 36022290","1","2025-05-19 21:12:04"
"683","Ribeirão Preto","35457383","HOSP CLINICAS RIBEIRAO PRETO CL HOSPITALAR","Pública","AVENIDA BANDEIRANTES, 3900 VILA MONTE ALEGRE. 14040-030 Ribeirão Preto - SP.","(16) 36022575","1","2025-05-19 21:12:04"
"684","Ribeirão Preto","35060082","HOSPEDAGEM E RECREACAO INFANTIL JURUMIM","Privada","PRIMEIRO DE MAIO, 1240 AVENIDA. VILA VIRGINIA. 14030-390 Ribeirão Preto - SP.","(16) 36210959","1","2025-05-19 21:12:04"
"685","Ribeirão Preto","35457401","HOSPITAL DAS CLINICAS RIBEIRAO PRETO CLASSE HOSPITALAR","Pública","AVENIDA BANDEIRANTES, VILA MONTE ALEGRE. 14040-030 Ribeirão Preto - SP.",,"1","2025-05-19 21:12:04"
"686","Ribeirão Preto","35457413","HOSPITAL DAS CLINICAS RIBEIRAO PRETO CLASSE HOSPITALAR","Pública","RUA BERNARDINO DE CAMPOS, 1000 CENTRO. 14015-130 Ribeirão Preto - SP.","(16) 36022575","1","2025-05-19 21:12:04"
"687","Ribeirão Preto","35457425","HOSPITAL DAS CLINICAS RIBEIRAO PRETO CLASSE HOSPITALAR","Pública","AVENIDA BANDEIRANTES, VILA MONTE ALEGRE. 14040-030 Ribeirão Preto - SP.","(16) 36022575","1","2025-05-19 21:12:04"
"688","Ribeirão Preto","35457395","HOSPITAL DAS CLINICAS RIBEIRAO PRETO FMSP CL HOSPITALAR","Pública","AVENIDA BANDEIRANTES, 3900 VILA MONTE ALEGRE. 14040-030 Ribeirão Preto - SP.","(16) 36022575","1","2025-05-19 21:12:04"
"689","Ribeirão Preto","35121733","IAVEC VIDA DE ENSINO CRISTAO INSTITUTO AVANCADO","Privada","RUA ALBUQUERQUE LINS, 383 RUA. JARDIM PAULISTA. 14090-230 Ribeirão Preto - SP.","(16) 39049310","1","2025-05-19 21:12:04"
"690","Ribeirão Preto","35295784","IDEAL COLEGIO","Privada","RUA JOSE MARCELINO PINTO, 251B RUA. RIBEIRANIA. 14096-540 Ribeirão Preto - SP.","(16) 34568878","1","2025-05-19 21:12:04"
"691","Ribeirão Preto","35414256","IMACULADO CORACAO DE MARIA CRECHE","Privada","MONTE ALEGRE, 707 RUA. SUMAREZINHO. 14051-260 Ribeirão Preto - SP.","(16) 36305309","1","2025-05-19 21:12:04"
"692","Ribeirão Preto","35299397","IMMAGINARE ESCOLA DE CRIACAO E ARTES VISUAIS","Privada","RUA MAESTRO IGNACIO STABILE, 300 RUA. ALTO DA BOA VISTA. 14025-640 Ribeirão Preto - SP.","(16) 32366059","1","2025-05-19 21:12:04"
"693","Ribeirão Preto","35167940","INTERATIVA ESCOLA DE ENSINO FUNDAMENTAL","Privada","DR FRANCISCO GUGLIANO, 4 LOTE 4 16 E 19. ROYAL PARQUE. 14028-500 Ribeirão Preto - SP.","(16) 992028118","1","2025-05-19 21:12:04"
"694","Ribeirão Preto","35900072","IRENE DIAS RIBEIRO PROFESSORA","Pública","RUA DOUTOR ANTONIO SYLVIO CUNHA BUENO, 205 RUA. GERALDO CORREIA DE CARVALHO. 14061-380 Ribeirão Preto - SP.","(16) 36156116","1","2025-05-19 21:12:04"
"695","Ribeirão Preto","35063009","IRIA JUNQUEIRA DONA EMEI","Pública","RUA DOUTOR MARCIANO, 126 RUA. CENTRO. 14110-000 Ribeirão Preto - SP.","(16) 39720200","1","2025-05-19 21:12:04"
