UF,IBGE,COD_FAMILIAR,DT_HORA_ACAO,COD_MOTIVO,MOTIVO                                                                                           ,
SP,3543402,2530732,15/12/2025 05:25:52,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,114678863,15/12/2025 05:26:30,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,114678863,15/12/2025 00:08:32,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,116572604,16/06/2025 00:33:37,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,138776903,13/09/2025 22:26:58,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,138776903,16/06/2025 00:34:22,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,138776903,15/12/2025 00:08:32,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,181092417,11/10/2025 16:52:21,1000,CADASTRO EXCLUIDO DA BASE DO CADASTRO UNICO                           ,                       
SP,3543402,181092417,17/06/2023 11:27:57,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,181092417,16/06/2025 00:34:44,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,181092417,16/12/2023 04:23:21,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,198970900,11/10/2025 16:52:26,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,198970900,15/12/2025 00:08:32,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,203929152,13/09/2025 22:27:16,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,205460330,15/06/2025 21:48:55,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,251482901,13/09/2025 22:27:27,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,251482901,15/12/2025 00:08:32,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,344350002,08/11/2025 16:25:14,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,344350002,11/10/2025 18:15:51,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,362192901,15/06/2025 21:50:13,1000,CADASTRO EXCLUIDO DA BASE DO CADASTRO UNICO                           ,                       
SP,3543402,379554976,16/06/2025 00:37:34,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,379554976,15/12/2025 00:08:32,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,389958751,16/06/2025 00:37:34,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,389959561,15/12/2025 00:08:32,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,396175309,12/07/2025 22:39:50,1000,CADASTRO EXCLUIDO DA BASE DO CADASTRO UNICO                           ,                       
SP,3543402,396175309,16/06/2025 00:37:55,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,404623409,12/07/2025 22:39:53,1000,CADASTRO EXCLUIDO DA BASE DO CADASTRO UNICO                           ,                       
SP,3543402,404623409,16/06/2025 02:39:16,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,436556103,16/06/2025 00:38:16,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,446915645,13/09/2025 22:28:16,1000,CADASTRO EXCLUIDO DA BASE DO CADASTRO UNICO                           ,                       
SP,3543402,446915645,15/06/2024 10:14:14,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,446915645,16/06/2025 02:18:56,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,446915645,13/07/2024 07:09:22,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,448230704,11/10/2025 16:53:33,1000,CADASTRO EXCLUIDO DA BASE DO CADASTRO UNICO                           ,                       
SP,3543402,448230704,14/09/2024 07:30:29,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,467831807,15/06/2025 21:51:03,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,467831807,15/12/2025 00:08:32,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,483134325,16/06/2025 00:39:00,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,501111913,09/08/2025 16:37:48,1003,FAMILIA SEM RESPONSAVEL FAMILIAR                                      ,                       
SP,3543402,516707710,09/08/2025 16:37:52,1000,CADASTRO EXCLUIDO DA BASE DO CADASTRO UNICO                           ,                       
SP,3543402,516707710,17/06/2023 11:29:21,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,516707710,15/06/2024 11:55:23,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,516707710,16/12/2023 04:23:21,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,517608944,15/06/2025 21:51:25,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,517608944,15/12/2025 00:08:32,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,518024571,09/08/2025 16:37:52,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,518024571,15/12/2025 00:08:32,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,527545880,12/07/2025 22:40:24,1000,CADASTRO EXCLUIDO DA BASE DO CADASTRO UNICO                           ,                       
SP,3543402,527545880,17/08/2024 08:08:52,1003,FAMILIA SEM RESPONSAVEL FAMILIAR                                      ,                       
SP,3543402,527545880,29/07/2024 18:48:40,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,562651900,11/10/2025 18:17:06,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,583975313,12/07/2025 22:40:39,1000,CADASTRO EXCLUIDO DA BASE DO CADASTRO UNICO                           ,                       
SP,3543402,583975313,15/06/2024 10:14:59,1003,FAMILIA SEM RESPONSAVEL FAMILIAR                                      ,                       
SP,3543402,583975313,16/12/2023 04:23:21,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,595183166,11/10/2025 16:54:09,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,595183166,15/12/2025 00:08:32,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,595183247,16/06/2025 00:40:25,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,632531436,09/08/2025 16:38:22,1000,CADASTRO EXCLUIDO DA BASE DO CADASTRO UNICO                           ,                       
SP,3543402,632531436,15/06/2025 21:52:16,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,632531436,16/06/2025 00:40:46,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,632531436,29/10/2024 22:16:28,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,651808952,29/07/2025 21:00:46,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,673797023,09/08/2025 16:38:32,1000,CADASTRO EXCLUIDO DA BASE DO CADASTRO UNICO                           ,                       
SP,3543402,673797023,17/06/2023 11:29:55,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,673797023,15/06/2024 11:55:36,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,673797023,16/12/2023 04:23:21,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,673807002,11/10/2025 18:17:45,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,673807002,15/12/2025 00:08:32,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,673813592,16/06/2025 00:41:07,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,732896800,08/11/2025 17:44:14,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,732896800,15/12/2025 00:08:32,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,737031689,09/08/2025 16:38:48,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,738899542,15/12/2025 05:29:04,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,828505853,15/06/2025 21:53:32,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,828505853,16/06/2025 02:30:40,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1098993268,15/06/2025 21:54:44,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,1098993268,13/09/2025 16:56:22,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1099000653,09/08/2025 16:39:48,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,1099015090,16/06/2025 00:44:44,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1099021227,15/06/2025 21:54:44,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,1099021227,09/08/2025 13:31:32,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1099039193,11/10/2025 16:55:40,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,1099039193,15/12/2025 00:08:32,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1099047889,16/06/2025 00:44:44,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1099072646,15/06/2025 21:54:44,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,1099085462,16/06/2025 00:44:44,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1099085462,15/12/2025 00:08:32,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1099087678,09/08/2025 16:39:48,1000,CADASTRO EXCLUIDO DA BASE DO CADASTRO UNICO                           ,                       
SP,3543402,1099087678,17/06/2023 11:31:09,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,1099087678,16/06/2025 00:44:44,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1099087678,16/12/2023 04:23:21,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1099095697,15/06/2025 21:54:44,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,1099095697,16/06/2025 00:44:44,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1099111722,12/07/2025 22:42:18,1000,CADASTRO EXCLUIDO DA BASE DO CADASTRO UNICO                           ,                       
SP,3543402,1099111722,15/06/2025 17:33:48,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1099112451,15/12/2025 05:29:59,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,1099116791,15/06/2025 21:54:44,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,1099116791,15/12/2025 00:08:32,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1099124204,09/08/2025 16:39:48,1000,CADASTRO EXCLUIDO DA BASE DO CADASTRO UNICO                           ,                       
SP,3543402,1099124204,15/06/2024 11:56:14,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1099124204,16/12/2023 04:23:21,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1099183120,09/08/2025 16:39:48,1000,CADASTRO EXCLUIDO DA BASE DO CADASTRO UNICO                           ,                       
SP,3543402,1099183120,15/06/2024 10:17:07,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,1099183120,13/07/2024 07:09:22,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1099193435,12/07/2025 22:42:18,1000,CADASTRO EXCLUIDO DA BASE DO CADASTRO UNICO                           ,                       
SP,3543402,1099193435,14/09/2024 07:34:07,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,1099195217,15/12/2025 00:08:32,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1099210542,15/12/2025 05:29:59,1000,CADASTRO EXCLUIDO DA BASE DO CADASTRO UNICO                           ,                       
SP,3543402,1099211433,11/10/2025 18:19:13,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1099211433,15/12/2025 00:08:32,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1099217806,12/07/2025 22:42:18,1000,CADASTRO EXCLUIDO DA BASE DO CADASTRO UNICO                           ,                       
SP,3543402,1099217806,27/01/2025 12:36:21,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1110565518,16/06/2025 00:44:44,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1188873270,09/08/2025 18:13:18,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1188928198,09/08/2025 16:40:01,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,1188928198,11/10/2025 18:19:27,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1188949276,11/10/2025 16:55:52,1000,CADASTRO EXCLUIDO DA BASE DO CADASTRO UNICO                           ,                       
SP,3543402,1188949276,14/10/2023 13:34:54,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1188949276,16/12/2023 04:23:21,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1194574580,11/10/2025 16:55:53,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,1194574580,15/12/2025 00:08:32,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1195940645,09/08/2025 16:40:03,1000,CADASTRO EXCLUIDO DA BASE DO CADASTRO UNICO                           ,                       
SP,3543402,1195940645,14/09/2024 07:34:28,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,1195940645,15/06/2025 17:33:48,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1198365722,29/07/2025 21:01:41,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1198366966,15/06/2025 21:55:09,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,1198366966,15/12/2025 00:08:32,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1252859902,09/08/2025 16:40:20,1000,CADASTRO EXCLUIDO DA BASE DO CADASTRO UNICO                           ,                       
SP,3543402,1252859902,17/06/2023 11:31:32,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,1252859902,16/06/2025 00:46:04,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1252859902,16/12/2023 04:23:21,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1285807715,13/09/2025 22:30:45,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,1285807715,03/09/2025 00:05:51,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1346558426,13/09/2025 22:30:59,1000,CADASTRO EXCLUIDO DA BASE DO CADASTRO UNICO                           ,                       
SP,3543402,1346558426,17/06/2023 11:31:52,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,1346558426,15/06/2024 11:56:35,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1346558426,16/12/2023 04:23:21,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1426106157,12/07/2025 22:43:36,1000,CADASTRO EXCLUIDO DA BASE DO CADASTRO UNICO                           ,                       
SP,3543402,1434923304,08/11/2025 16:28:39,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,1437338690,15/12/2025 05:31:12,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,1437361242,08/11/2025 16:28:39,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,1447072090,12/07/2025 22:43:42,1003,FAMILIA SEM RESPONSAVEL FAMILIAR                                      ,                       
SP,3543402,1447072090,29/07/2025 22:18:16,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1447072685,11/10/2025 18:20:55,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1447079850,16/06/2025 00:48:19,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1456276913,13/07/2025 00:09:09,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1458317790,11/10/2025 18:20:55,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1459023072,12/07/2025 22:43:46,1000,CADASTRO EXCLUIDO DA BASE DO CADASTRO UNICO                           ,                       
SP,3543402,1459023072,17/08/2024 08:11:47,1003,FAMILIA SEM RESPONSAVEL FAMILIAR                                      ,                       
SP,3543402,1459023072,08/02/2025 06:41:09,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,1459039823,12/07/2025 22:43:46,1000,CADASTRO EXCLUIDO DA BASE DO CADASTRO UNICO                           ,                       
SP,3543402,1459047508,15/12/2025 05:31:17,1000,CADASTRO EXCLUIDO DA BASE DO CADASTRO UNICO                           ,                       
SP,3543402,1459056914,11/10/2025 18:20:55,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1459058372,11/10/2025 18:20:55,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1468598392,02/09/2025 18:34:33,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1481027433,15/12/2025 05:31:23,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,1481030060,16/06/2025 00:49:03,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1481030060,15/12/2025 00:08:32,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1481048279,16/06/2025 00:49:03,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1481048279,13/09/2025 16:56:22,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1481059203,08/11/2025 16:28:49,1000,CADASTRO EXCLUIDO DA BASE DO CADASTRO UNICO                           ,                       
SP,3543402,1481059203,11/11/2023 13:04:15,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1481059203,16/12/2023 04:23:21,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1481066170,16/06/2025 00:49:03,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1483028151,12/07/2025 22:43:53,1000,CADASTRO EXCLUIDO DA BASE DO CADASTRO UNICO                           ,                       
SP,3543402,1483028402,09/08/2025 16:41:28,1000,CADASTRO EXCLUIDO DA BASE DO CADASTRO UNICO                           ,                       
SP,3543402,1483028402,15/06/2024 10:19:02,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,1483028402,13/07/2024 07:09:22,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1483052702,16/06/2025 00:49:03,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1483071081,15/06/2025 21:57:15,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,1484718623,15/06/2025 21:57:16,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,1484718623,16/06/2025 00:49:03,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1484718623,15/12/2025 00:08:32,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1484736281,15/06/2025 21:57:16,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,1484740980,15/06/2025 21:57:16,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,1485505097,16/06/2025 00:49:03,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1485505097,15/12/2025 00:08:32,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1485505178,16/06/2025 00:49:03,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1485510929,16/06/2025 00:49:03,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1485510929,15/12/2025 00:08:32,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1487948310,16/06/2025 00:49:03,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1487951531,29/07/2025 22:18:16,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1492144800,12/07/2025 22:43:56,1000,CADASTRO EXCLUIDO DA BASE DO CADASTRO UNICO                           ,                       
SP,3543402,1492144800,01/03/2025 19:43:32,1003,FAMILIA SEM RESPONSAVEL FAMILIAR                                      ,                       
SP,3543402,1492144800,16/06/2025 02:58:26,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1492146854,15/06/2025 21:57:19,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,1492146854,16/06/2025 00:49:03,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1492146854,15/12/2025 00:08:32,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1506527205,15/06/2025 21:57:26,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,1529899940,16/06/2025 00:49:45,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1533812306,16/06/2025 02:18:56,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1533814694,16/06/2025 00:49:45,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1533814694,15/12/2025 00:08:32,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1533815151,12/07/2025 22:44:10,1000,CADASTRO EXCLUIDO DA BASE DO CADASTRO UNICO                           ,                       
SP,3543402,1533815151,15/06/2025 21:57:40,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,1533815151,16/06/2025 00:49:45,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1533816476,08/11/2025 16:29:03,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,1533816476,15/12/2025 00:08:32,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1533817448,15/06/2025 21:57:40,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
SP,3543402,1539108520,30/09/2025 20:31:58,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1539121380,11/10/2025 18:21:34,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1539129799,09/08/2025 16:41:47,1000,CADASTRO EXCLUIDO DA BASE DO CADASTRO UNICO                           ,                       
SP,3543402,1539129799,29/07/2024 18:50:17,1042,FAMILIA COM CADASTRO DESATUALIZADO                                    ,                       
SP,3543402,1542104041,16/06/2025 00:49:45,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1542107903,12/07/2025 22:44:13,1000,CADASTRO EXCLUIDO DA BASE DO CADASTRO UNICO                           ,                       
SP,3543402,1542107903,16/06/2025 00:49:45,1037,FIM DO PRAZO LIMITE DA REGRA DE PROTECAO                              ,                       
SP,3543402,1545945632,15/06/2025 21:57:47,1005,RENDA FAMILIAR POR PESSOA SUPERIOR AO LIMITE ESTABELECIDO PELA REGRA D,                       
